subject,run,sfreq,n_chan,duration_s,n_ann,n_T0,n_T1,n_T2,dur_T1,dur_T0,first_desc,max_abs_uv
21,11,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,401.99999999999994
21,12,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,401.99999999999994
22,1,160.0,64,61.0,1,1,0,0,,60.1,T0,646.0
22,3,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,695.0
22,4,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,661.9999999999999
22,7,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,649.0
22,8,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,647.0
22,11,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,655.0
22,12,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,646.0
23,1,160.0,64,61.0,1,1,0,0,,60.2,T0,603.9999999999999
23,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,629.9999999999999
23,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,649.0
23,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,594.9999999999999
23,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,580.0
23,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,647.9999999999999
23,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,627.0
24,1,160.0,64,61.0,1,1,0,0,,60.2,T0,350.0
24,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,378.0
24,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,366.0
24,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,397.0
24,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,390.0
24,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,378.0
24,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,383.0
25,1,160.0,64,61.0,1,1,0,0,,60.2,T0,278.0
25,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,138.0
25,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,139.0
25,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,145.0
25,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,139.0
25,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,137.0
25,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,140.0
26,1,160.0,64,61.0,1,1,0,0,,60.2,T0,274.0
26,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,147.0
26,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,166.0
26,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,137.0
26,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,137.0
26,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,138.0
26,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,135.0
27,1,160.0,64,61.0,1,1,0,0,,60.2,T0,701.9999999999999
27,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,676.0
27,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,665.0
27,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,665.9999999999999
27,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,670.0
27,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,670.0
27,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,672.0
28,1,160.0,64,61.0,1,1,0,0,,60.2,T0,645.0
28,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,656.0
28,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,667.0
28,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,652.0
28,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,654.0
28,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,656.9999999999999
28,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,712.0
29,1,160.0,64,61.0,1,1,0,0,,60.1,T0,308.0
29,3,160.0,64,124.0,30,15,7,8,4.1,4.1,T0,131.0
29,4,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,134.0
29,7,160.0,64,124.0,30,15,7,8,4.1,4.1,T0,147.0
29,8,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,140.0
29,11,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,163.0
29,12,160.0,64,124.0,30,15,7,8,4.1,4.1,T0,136.0
30,1,160.0,64,61.0,1,1,0,0,,60.3,T0,272.0
30,3,160.0,64,124.0,30,15,7,8,4.1,4.1,T0,133.0
30,4,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,155.0
30,7,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,173.0
30,8,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,129.0
30,11,160.0,64,124.0,30,15,7,8,4.1,4.1,T0,130.0
30,12,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,129.0
31,1,160.0,64,61.0,1,1,0,0,,60.2,T0,301.0
31,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,308.0
31,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,303.0
31,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,310.99999999999994
31,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,305.0
31,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,308.0
31,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,305.0
32,1,160.0,64,61.0,1,1,0,0,,60.2,T0,596.0
32,3,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,624.0
32,4,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,636.0
32,7,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,629.9999999999999
32,8,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,629.9999999999999
32,11,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,649.0
32,12,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,673.0
33,1,160.0,64,61.0,1,1,0,0,,60.1,T0,323.99999999999994
33,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,320.0
33,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,316.0
33,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,325.0
33,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,319.0
33,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,319.0
33,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,323.99999999999994
34,1,160.0,64,61.0,1,1,0,0,,60.1,T0,305.0
34,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,166.0
34,4,160.0,64,124.0,30,15,7,8,4.1,4.1,T0,192.0
34,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,148.0
34,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,136.0
34,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,134.0
34,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,146.0
35,1,160.0,64,61.0,1,1,0,0,,60.2,T0,294.99999999999994
35,3,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,289.0
35,4,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,279.0
35,7,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,390.99999999999994
35,8,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,283.99999999999994
35,11,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,285.0
35,12,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,286.0
36,1,160.0,64,61.0,1,1,0,0,,60.2,T0,589.9999999999999
36,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,594.0
36,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,596.0
36,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,589.9999999999999
36,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,638.0
36,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,611.0
36,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,593.0
37,1,160.0,64,61.0,1,1,0,0,,60.2,T0,278.0
37,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,130.0
37,4,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,130.0
37,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,171.99999999999997
37,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,130.0
37,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,194.0
37,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,129.0
38,1,160.0,64,61.0,1,1,0,0,,60.2,T0,574.0
38,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,572.0
38,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,570.0
38,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,570.0
38,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,580.0
38,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,571.0
38,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,563.0
39,1,160.0,64,61.0,1,1,0,0,,60.2,T0,638.0
39,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,654.0
39,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,668.0
39,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,681.0
39,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,678.9999999999999
39,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,784.0
39,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,806.0
40,1,160.0,64,61.0,1,1,0,0,,60.2,T0,625.0
40,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,651.0
40,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,630.9999999999999
40,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,636.0
40,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,614.0
40,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,643.9999999999999
40,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,630.9999999999999
41,1,160.0,64,61.0,1,1,0,0,,60.2,T0,269.0
41,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,131.99999999999997
41,4,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,130.0
41,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,131.99999999999997
41,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,131.0
41,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,156.0
41,12,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,131.99999999999997
42,1,160.0,64,61.0,1,1,0,0,,60.3,T0,283.0
42,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,133.0
42,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,131.99999999999997
42,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,131.99999999999997
42,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,131.0
42,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,130.0
42,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,130.0
43,1,160.0,64,61.0,1,1,0,0,,60.2,T0,661.0
43,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,647.0
43,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,692.0
43,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,806.0
43,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,659.0
43,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,661.9999999999999
43,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,674.0
44,1,160.0,64,61.0,1,1,0,0,,60.2,T0,629.0
44,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,649.0
44,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,647.9999999999999
44,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,633.0
44,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,636.0
44,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,650.0
44,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,663.0
45,1,160.0,64,61.0,1,1,0,0,,60.2,T0,585.0
45,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,589.9999999999999
45,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,614.0
45,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,584.0
45,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,594.0
45,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,634.9999999999999
45,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,700.0
46,1,160.0,64,61.0,1,1,0,0,,60.2,T0,612.0
46,3,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,665.9999999999999
46,4,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,616.0
46,7,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,641.0
46,8,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,686.0
46,11,160.0,64,125.0,30,15,7,8,4.1,4.2,T0,734.0
46,12,160.0,64,125.0,30,15,8,7,4.1,4.2,T0,630.9999999999999
47,1,160.0,64,61.0,1,1,0,0,,60.2,T0,384.0
47,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,131.0
47,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,131.0
47,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,131.99999999999997
47,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,133.0
47,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,131.0
47,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,131.99999999999997
48,1,160.0,64,61.0,1,1,0,0,,60.2,T0,658.0
48,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,686.0
48,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,661.9999999999999
48,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,692.9999999999999
48,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,682.0
48,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,674.0
48,12,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,676.0
49,1,160.0,64,61.0,1,1,0,0,,60.2,T0,569.0
49,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,552.0
49,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,543.0
49,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,576.9999999999999
49,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,589.9999999999999
49,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,554.9999999999999
49,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,580.0
50,1,160.0,64,61.0,1,1,0,0,,60.2,T0,281.0
50,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,281.0
50,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,276.0
50,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,266.0
50,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,280.0
50,11,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,272.99999999999994
50,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,244.0
51,1,160.0,64,60.0,1,1,0,0,,60.0,T0,276.0
51,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,131.0
51,4,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,131.99999999999997
51,7,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,133.0
51,8,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,136.0
51,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,134.0
51,12,160.0,64,124.0,30,15,8,7,4.1,4.1,T0,133.0
52,1,160.0,64,61.0,1,1,0,0,,60.2,T0,612.0
52,3,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,627.0
52,4,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,629.0
52,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,633.0
52,8,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,630.9999999999999
52,11,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,637.0
52,12,160.0,64,123.0,30,15,8,7,4.1,4.1,T0,642.0
53,1,160.0,64,61.0,1,1,0,0,,60.2,T0,615.0
53,3,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,600.0
53,4,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,632.0
53,7,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,616.9999999999999
53,8,160.0,64,123.0,30,15,7,8,4.1,4.1,T0,620.0
