subject,eo_alpha_post,eo_mu_sensori,eo_beta_sensori,eo_broadband,eo_line60,eo_alpha_peak_hz,eo_mu_prominence_db,eo_aperiodic_slope,ec_alpha_post,ec_mu_sensori,ec_beta_sensori,ec_broadband,ec_line60,ec_alpha_peak_hz,ec_mu_prominence_db,ec_aperiodic_slope,alpha_reactivity,mu_reactivity
12,0.6522001575551525,0.7246725126731022,0.29999358911260626,1.0258341739928931,-0.23629939176943635,6.5625,-0.8517742206217824,-1.7169930520460333,0.8866844687116281,0.845930585477321,0.31104236825729775,0.6463194439208668,0.0177264587744361,10.0,2.201845994962022,-1.659366639821274,0.2344843111564756,0.12125807280421885
13,1.5191808162179476,1.4676745451721316,1.1751098061730356,1.5463684831862001,-0.07361427830383402,6.875,1.3366507023451937,-1.4778617614329346,1.9086454050305381,1.7845845641293285,1.3354592871362885,1.4068852398689953,0.08384129293200247,8.4375,5.677337276985261,-1.474850378022947,0.3894645888125905,0.31691001895719695
14,1.3526128469123164,1.323625594922336,0.5416270046197327,1.0106973410854696,0.07319283365947349,7.8125,5.438167155071079,-1.6948916195883217,1.909341104883644,1.8576122204902088,0.667967284678992,1.1514987654433522,0.12157287351210122,9.6875,13.689347023422174,-1.6227653326554041,0.5567282579713275,0.5339866255678729
17,1.282751002052456,1.3566295321862616,1.1483220404934622,1.3637107097341497,1.3803064890241972,8.75,0.0015117856004556863,-0.882485865999575,2.2185648134447216,2.134478772828189,1.3312743463133587,1.4950204487912773,1.4459923826919918,11.25,9.27904472530978,-0.6387623744798975,0.9358138113922656,0.7778492406419275
18,0.8093717091729744,0.8966478014192504,0.5551862860711473,1.3796181913703824,0.7065871481290976,7.1875,-1.2464261247356712,-2.0180305876731555,1.1433720173113662,1.1821259455359157,0.6519293138748672,0.7238824265381295,0.8261316369782494,10.3125,8.642659440292382,-1.4313633302406552,0.33400030813839177,0.2854781441166653
19,1.2648135148886452,1.215519561225057,0.9750872834221493,1.2408289883123098,0.12959522577034,7.8125,1.0819103720495729,-1.3181071077672954,1.4486374389025989,1.36857316896007,0.8907724326128056,1.0754569986511107,0.4308878459973768,9.0625,3.0731378225223023,-1.5729944378993899,0.18382392401395364,0.15305360773501286
20,0.7421088495668827,0.7827651336751394,0.6160514637938235,0.803771245702616,0.6040501236145274,7.8125,-0.6923752420274183,-0.8610685451088358,1.5410693357088205,1.318222029883635,0.4787215698414174,0.7671515918269142,1.42436856913763,11.25,10.559721424657374,-1.6161587514181992,0.7989604861419378,0.5354568962084955
21,1.0475985792906517,0.9851242840299589,0.5771231844210234,1.0407350875733425,0.1729350272490093,6.25,2.2649330654617104,-2.13030930175727,2.027046108355053,1.7140997576091184,0.8681007617609802,1.2894959403750474,0.20076526317066276,9.6875,12.733619952544927,-1.3356904110563164,0.9794475290644011,0.7289754735791595
22,1.396895611923751,1.3818599058262229,1.029817831354716,1.8782258658580024,-0.1290482480100577,6.25,-0.4896917372067353,-1.9341865054076846,1.55388850601808,1.525618557252636,1.09677795100765,1.2193402226973789,-0.088945876902955,8.75,2.9318313534191756,-1.4385838971284313,0.15699289409432904,0.1437586514264131
23,1.6916000594028275,1.6980483327267766,1.3438184252507201,1.586153965413199,-0.04358691884712948,10.3125,3.121665804682234,-1.3970632521248534,2.4779010052109967,2.222226060623176,1.4378514058970038,1.6815463513129811,-0.014430498248431267,10.3125,8.830005024597066,-1.4270039504515082,0.7863009458081691,0.5241777278963993
24,0.7102492997857,0.8782746811985365,0.8416530969046498,1.2107811391226324,1.914254166724815,7.8125,1.826421334059635,-0.8629196839585396,1.1095814395697343,1.1152614042419478,0.4869567894179578,0.6681890088596597,2.5106680934057968,8.4375,9.013066715188438,-0.9217388192604948,0.39933213978403437,0.23698672304341128
25,1.38387942673773,1.568885461018985,1.020540491106431,1.0370486561107446,0.9176213553332246,10.625,8.997462517962983,-1.0703026518066119,1.973900485064692,2.0045381072740374,1.1111971483434993,1.2212704302026753,1.0919102642198044,10.9375,11.096674379811391,-1.0640626857621514,0.5900210583269621,0.4356526462550523
26,0.9141120919510756,0.913502355355059,0.7159176213342294,1.056268823939139,0.20186909782667517,7.1875,0.40264094897164415,-1.0071062689680654,1.4604681869331084,1.2204145162473203,0.8401265820531639,0.9112137250635507,0.2008040983245212,9.375,6.39981299089177,-0.8465779306095282,0.5463560949820329,0.30691216089226137
27,1.25663735240938,1.49302172974942,0.8782159376429445,1.348586672099861,0.6213187852075222,10.9375,6.9552358124549505,-1.1027696721886449,2.5049088626787746,2.2009453655663562,1.0111011900114737,1.555880153863782,1.0761394724666737,11.25,11.824276120632852,-1.3881881887010483,1.2482715102693946,0.7079236358169363
28,1.7624308096489127,1.6733954794905623,0.863814630033079,1.599351429675555,1.542710508813277,7.5,4.376165366585348,-1.8230887491482,2.2659704705544925,2.0367007020239996,0.9951448802758479,1.5947626297641078,1.6296998275458825,9.0625,7.466123721933177,-1.6409333691860652,0.5035396609055798,0.3633052225334372
29,1.4382580042354816,1.378061779071185,0.6183779663491626,0.9334632885541366,0.6637834950288327,11.25,8.252681754878743,-1.4843301329882874,2.6029208084534377,2.0084403517665117,0.8764416326291405,1.4262874190527524,0.5325703346502453,9.375,13.961561565023075,-1.25629458333338,1.164662804217956,0.6303785726953266
30,1.2432801737374781,1.1052774129486815,0.5252029308572912,0.952577502861052,0.07493372641481867,10.0,3.8268118859139593,-1.42316358081493,1.973615778973916,1.649039143238244,0.5637131087147763,0.9696280116785848,0.258179191626485,10.3125,13.450382879714118,-1.2376617056250874,0.7303356052364378,0.5437617302895625
31,1.6904890293448633,1.5342538575998683,0.8471616840431146,1.144152896696007,2.132539236308929,8.125,8.57593652010372,-1.2664814504067592,1.8806966258861906,1.7653523962098794,0.9953048508171636,1.3980333060183674,2.3185637295049424,7.8125,9.257565883173516,-1.839742902600202,0.19020759654132724,0.23109853861001106
32,1.3180020943564834,1.180116220547837,0.9572127069183219,1.2603159514631226,2.126173491443218,6.875,0.314654803861304,-1.3467634686198016,1.563628842529793,1.2787693846517612,1.079332263378601,1.1936016077385885,2.159268895953656,11.25,0.8668687223691084,-1.2124738068248462,0.24562674817330965,0.09865316410392411
33,0.9997123186260436,1.3538599609117354,0.7687587994339473,0.9228855528796905,0.06648348993634194,10.3125,9.101028178000899,-1.4466616820064455,1.0833050825369752,1.111664010376063,0.7194637510518053,0.7862230492890889,0.1383025542580199,10.3125,5.869224174346369,-1.4776906236034248,0.08359276391093162,-0.24219595053567233
35,0.9606121434153794,1.0046068693837011,0.1471077449068294,0.7345162998448326,3.825513737328355,11.5625,8.56774771994554,-1.8776467993304236,1.4131012699858239,1.2008699752130847,0.47233741992518175,0.8056934347730341,3.8385728185980685,10.3125,7.152704940708373,-1.9923079879868393,0.4524891265704445,0.19626310582938356
36,1.7148199868413692,1.815157874278962,1.3059715638129863,1.600128362884555,0.36833747511862414,13.125,4.886525904593494,-1.5735832277768762,1.8653829162588993,1.900711593983362,1.3841635594294985,1.4342953365457156,0.38495989303660794,10.625,5.497866772111118,-1.3786984656363885,0.15056292941753013,0.08555371970440007
37,0.8499437487674961,0.8052650889540435,0.632725713870091,0.8841760403838128,-0.1753740212559198,7.5,0.3868426978518975,-1.1686687297873202,0.8322441980176573,0.8162505851052828,0.6972769042627757,0.6816461611856048,-0.3404397714800361,8.125,2.3839463584474623,-0.7415422821131045,-0.017699550749838866,0.010985496151239338
38,1.2299199276283552,1.1879258576377674,0.7005322632883049,1.1020209809196064,-0.0836548219846458,7.5,1.4581116905724447,-1.7134468023783416,1.8621541050295545,1.4041638638917258,0.8417246448763837,1.1969547767062785,-0.09048477432043145,10.9375,4.748557960985304,-1.5817497021780322,0.6322341774011992,0.2162380062539584
39,1.5934007729302033,1.6573941465729225,1.1094499368879314,1.5747276158182155,1.5352842762568535,6.25,1.5472832539324919,-1.8619244869484979,1.803683408748866,1.7103951721065511,1.121473912581047,1.4176905893525027,1.5017613687512898,10.3125,2.8276703995525003,-1.6657774966778676,0.2102826358186627,0.05300102553362862
40,1.163479449419792,1.0808665989261832,0.6784939142224815,1.186211737413033,0.12968021325834223,7.8125,0.14964919507062277,-1.4909583233200627,1.791793926734798,1.7003772302656333,0.7506279178362627,1.1618520253262525,0.1167637624961881,10.0,10.324522624108234,-1.3494617914067577,0.628314477315006,0.6195106313394501
41,0.9602681876395064,0.9114616512215413,0.5433258165928067,0.8917755495646513,-0.12194605380038309,8.75,1.8319762183715702,-1.8377053810818342,1.2551368724667025,1.1764612995079138,0.6412404803259409,0.7226550260181389,-0.09264108433415065,9.0625,7.051825251983063,-1.4590656737515497,0.2948686848271961,0.26499964828637246
43,1.3312719674341207,1.4134003512838205,0.9497835619740199,1.643993472579376,0.3873277466550209,7.1875,2.6583017881704447,-1.8363680984553756,2.404221537966794,2.01418770875424,1.4345863840919644,1.5283297947750283,0.39788262336218766,10.3125,9.890080232123676,-1.4906755554950593,1.0729495705326733,0.6007873574704194
44,1.9497725883518835,1.79774312672878,0.9449234672788995,1.7109130886752928,0.6064937934518421,10.3125,5.315376561386219,-1.7678556907301606,3.0511251711182115,2.509393559137098,1.2905940041095587,1.8619933789398073,0.8758381076172185,10.0,14.567333173863549,-1.5701725367370887,1.101352582766328,0.7116504324083182
45,1.5103359372670853,1.5173130053486878,1.1360783601840552,1.3824127559145492,-0.0033280586307434068,7.8125,2.1058287792426804,-1.3154342977084355,1.8010253792877937,1.7619851868331013,1.1650369589182954,1.2972072897428069,-0.07354503939302542,9.0625,5.761714248233516,-1.1439520624207078,0.29068944202070846,0.2446721814844135
46,1.445515371928302,1.3728145648601602,0.9155516764206333,1.3714832333359397,0.22750579642627045,6.5625,2.6716840222855867,-1.4652895309680187,1.8556285003891921,1.6624360106092368,1.0828814055156746,1.3228303308025569,0.20606175367945537,6.5625,4.496785667630206,-1.3891530564440064,0.4101131284608901,0.28962144574907667
47,1.2456352114996698,1.1559258995185293,0.6749006737344054,0.9918810379337478,0.6592005006159862,8.125,3.247928163837372,-1.4914708068601976,2.0570448073639955,1.49999010725903,0.7583479830996047,1.0622719967583132,0.673279811262043,9.6875,8.778179463559926,-1.32416450927601,0.8114095958643257,0.3440642077405007
48,2.722567938909009,2.436123459618075,1.2893733766768851,1.7888084115857974,1.062768635849036,9.0625,13.077140010423111,-1.2198280481469823,2.698656413021218,2.407799101929474,1.3116713087523522,1.7425020934197168,1.2527949521809325,10.0,11.520666116448872,-1.1576848985455568,-0.023911525887791107,-0.028324357688600976
49,1.346747008849954,1.3484104438660127,1.3844122431104087,1.6971955166407053,0.33145826567596454,7.1875,-1.5917920293657006,-1.6682085808004803,1.7543484279938966,1.6214493673128128,1.5769832294360917,1.5926866618313504,0.2335269481810429,10.0,1.132024869700158,-1.7364157562923126,0.40760141914394254,0.27303892344680003
50,0.9332498208093507,0.8457102615095534,0.5179027547082283,0.9080503622381515,0.19497896796327419,6.5625,2.740555200608774,-1.2979296047113442,1.9287207483437183,1.3593140554325656,0.5709104199339479,0.8782495122958441,0.38616799869504,10.3125,9.782006898263022,-1.2335344439215425,0.9954709275343676,0.5136037939230121
51,0.28564043803639366,0.3473116988915268,0.017765635310959548,0.6630462207916318,-0.26631248601796353,8.125,-0.34989763024517273,-1.553842922011407,0.39996467396401675,0.34465141285725354,0.045026630201466446,0.28539150305996075,-0.25696426667348266,10.0,0.2178937460045789,-1.1959218436454504,0.11432423592762309,-0.0026602860342732626
52,2.1207380124398245,1.8874293944242881,1.0708711198178298,1.4048347652548456,1.0824209562112797,9.6875,8.53348780587387,-1.6279234260077102,2.8935199217158445,2.508385401523505,1.463603863842559,1.9215585720034838,1.0739798242964373,10.0,11.038323997341315,-1.9202271683410863,0.77278190927602,0.6209560070992171
53,1.5068824280001651,1.4852958423660665,1.131420921012069,1.7816904679388836,-0.19744114284597222,7.5,1.1590205689786406,-1.4569256623793363,1.8819475245510642,1.7348049182192293,1.2109013382248008,1.4220048113100643,-0.2046949045626293,10.625,4.9072838502808915,-1.3254355747015236,0.37506509655089904,0.24950907585316284
54,1.6351680067786876,1.7453137775770344,0.9294809310372387,1.6258359174568588,0.9455545068555177,6.25,5.72531192377502,-1.8876304494539418,3.1611234431632353,2.7942309253899085,1.272333973791212,2.100871944560019,0.9090989925354431,8.75,15.600067218268796,-2.0261340997276363,1.5259554363845478,1.048917147812874
55,0.998217797739638,0.881972054224561,0.1323299391345123,1.0608858242290427,0.8936046673445991,10.625,3.0785467216433515,-2.018693407793468,2.1315239625452223,1.563299016935131,0.2613301485873762,0.9762337340496181,0.7662750155922925,10.0,13.925396723910142,-1.571278650714263,1.1333061648055842,0.68132696271057
57,1.3795075286078484,1.409429055144587,0.996133981757319,1.139744476538966,-0.11942724634642707,6.25,4.145458407196814,-1.3420450345163077,1.9131109301273364,1.620894515952924,1.1018498480545822,1.2621968317275591,-0.12898218095636954,9.6875,4.520939493236547,-1.3164766802293857,0.5336034015194879,0.21146546080833706
59,1.622412007218947,1.530846943863874,1.0922870068951696,1.3590622643631414,0.9246049534537886,6.875,4.018624312390117,-1.573443668428979,1.9315868972016124,1.8293091034476159,1.1192584537026977,1.3408574260847155,0.9160378963785851,10.9375,8.083332717920706,-1.4869516279286685,0.3091748899826654,0.2984621595837418
60,1.7331761437565298,1.7352792366578307,1.0585340445606184,1.3675772656796534,1.6654109393970966,9.6875,7.468490022091029,-1.4747821582156466,3.1736601445272665,2.627667407959266,1.3319834125678556,1.9696835659745042,1.7156795499962074,10.0,17.643287182671198,-1.3817396539491644,1.4404840007707367,0.8923881713014354
61,1.89763051087536,1.919974822760581,1.2745868948959267,1.7328620100403933,-0.14843964598495193,10.0,5.417835550278038,-1.5309591336840558,2.800711130774496,2.3455897044471983,1.403327360692841,1.73574695637537,-0.1449680539459955,9.6875,12.734225276702658,-1.1873981623054883,0.9030806198991359,0.4256148816866172
62,1.0756998488705112,1.002878753782581,0.26081325035920006,0.7957246929484497,0.18112131141908594,10.625,5.676655639264972,-1.8164121669840567,1.8354779290170444,1.3228527486986221,0.4232076064679517,0.8354026075178884,0.14147595312548994,10.625,8.294848072195705,-1.5190741273641761,0.7597780801465333,0.31997399491604117
63,0.8899273057824284,0.8919966142097538,0.6703077112018594,0.9556278840372956,2.71136139073379,7.8125,0.752232735441388,-0.7975460748597344,1.1141994930184536,1.1026941968938506,0.6477880876465083,0.7931577368943389,2.868908985635973,10.0,5.0456128094158075,-0.6958281368033051,0.22427218723602516,0.21069758268409677
65,1.6866040906003146,1.6132421658947174,0.9135822601643809,1.2780355246612174,0.0684467731245514,7.8125,6.170946725830808,-1.5349546458506729,2.4725381459023916,2.0273878729171035,1.028878116649429,1.4937447049593504,0.16558792814468826,9.6875,10.892762301939323,-1.5205269017076843,0.785934055302077,0.4141457070223862
66,1.4506017558438034,1.2823532732755503,0.49845391327295335,1.0280494261275652,2.7851873319719367,9.375,5.298270111423698,-2.140038020689936,2.0040071998681217,1.4883577575803748,0.6387007530427119,1.0704014695932251,2.980027632172397,9.6875,6.834245942683589,-2.121026651459876,0.5534054440243183,0.20600448430482454
67,0.11041980572422948,0.0892357490687994,0.018950749857834886,0.5383316091274973,0.1209692664961367,6.25,-1.7736906089588145,-0.8635095563576155,0.2327454668927085,0.0834923869356406,-0.17238628049678856,-0.08752719401119699,0.7468864638444696,11.25,1.6070398789153004,-0.8647574403462777,0.12232566116847902,-0.005743362133158805
68,1.4751876111840725,1.4690663811896654,0.9689808250053649,1.2296628654321955,0.7592701914399451,6.5625,4.226728573689763,-1.5421075158618902,1.6038689668896697,1.484638977791626,1.0394860743675909,1.233638117691702,0.9214661154410843,6.5625,2.759141297558444,-1.5706944886283367,0.12868135570559724,0.015572596601960642
69,0.9624036769398514,1.0066232298991893,0.6429515938359431,1.3564652870620586,0.015214265992461633,6.25,-0.906133358348835,-1.635110945762061,1.4220389756903613,1.2482590539144993,0.6797447875381409,1.3832261702132453,0.01793972585658266,10.0,4.934934147595806,-1.7553156984755294,0.4596352987505099,0.24163582401531003
70,1.6840571790669863,1.554699579307557,1.0129644343305677,1.4112288201829966,0.38437212369184737,7.8125,2.734253355003781,-1.7794248718576415,2.2957699879615583,1.9088033113231475,1.0872415797552264,1.489733920363786,0.346998034124434,10.0,9.058486657779355,-1.7222534563908805,0.611712808894572,0.3541037320155904
72,0.75537995134374,1.0010654942786619,0.1456587039081704,0.784688834765515,-0.2452552748005558,10.9375,8.443470797229633,-1.746621288160242,1.4080431183206674,1.2236673716159967,0.23489422787650444,0.5916015121187405,-0.25319325406329457,9.0625,8.60910425254809,-1.6435179987429538,0.6526631669769274,0.22260187733733483
73,1.1115195618590292,1.094344731562965,0.7175811297115118,1.1129415791125676,-0.1870851835360188,8.125,1.655152549660053,-1.2584375916538788,1.334688499266184,1.2417350151189699,0.6850491827951695,0.834139310120543,-0.2287527936576394,8.4375,4.89525529111725,-1.12157372956548,0.22316893740715482,0.1473902835560048
74,1.1313021808379775,1.2586550210244,1.1004726343174998,0.9430632129351134,0.2975989090322131,6.25,2.786273740017779,-1.0867708367456859,1.9037313678414514,1.5853469946141754,1.2182705893827326,1.1679055854395184,0.21709638908458123,10.0,3.6824529593019073,-1.1045558690465358,0.7724291870034738,0.3266919735897753
76,1.2137787972994816,1.0874256519886714,1.006459747080478,1.1652214395185747,-0.21497433550700318,10.9375,-0.2840021111181208,-0.9469185785942544,1.5064711001294777,1.298232552164363,0.9963970946574807,1.041139186718417,-0.2407844649015322,10.9375,4.087639042272123,-0.6686799551129877,0.29269230282999614,0.2108069001756916
77,1.5801567559464202,1.576409054473998,1.1144203520930451,1.5225403288949118,0.20526587691956322,7.5,2.174614452984343,-1.9170450812999624,2.392704143165176,2.1100643776085417,1.1576405392162783,1.6897791066096932,0.38776904868055967,8.75,8.788219620010754,-1.975753452401183,0.8125473872187556,0.5336553231345438
78,0.8719963268877007,0.9411947845034415,0.2942412048994891,0.9713602516626691,0.01579210990492091,6.875,3.830065286974795,-1.6400066567672713,2.1405854829669018,1.98518352319971,0.5138934881738362,1.1906727518580915,0.0239712281255136,9.6875,17.32667269144516,-1.5022114885597306,1.268589156079201,1.0439887386962683
79,1.580419974882043,1.5864511041184628,1.1964049293195396,1.6828860334508848,-0.13087554209911686,11.875,3.678612899286011,-1.355145756140856,2.5491498943119475,2.3021100294685635,1.4697256668874665,1.6729593896407022,0.14013935206017997,10.3125,10.054269864062137,-1.4615046815643982,0.9687299194299044,0.7156589253501007
80,1.1551842666813166,1.1494879917821912,0.7385126562030514,1.0243004835754335,0.1145618586910241,6.875,2.174022368079095,-1.5060351949091648,2.1090120662807044,1.7623977131400719,0.8647575771008471,1.239181090586453,0.07169727700294998,10.625,12.620093309726252,-1.3872543868351725,0.9538277995993878,0.6129097213578807
81,1.3671310329168949,1.357843153292603,0.853960290895542,1.4271748203862997,0.4819703166935285,10.625,1.8943585912314242,-2.1473034008363854,2.4343670400317174,1.9353428035977673,1.0027350201997793,1.3463804011601743,0.5451229305681441,9.6875,12.182965435421915,-1.6166591070474623,1.0672360071148226,0.5774996503051644
83,1.482713952642909,1.491567676593271,1.332368235808376,1.200200581591997,-0.1501438171378603,10.0,3.3742055375591278,-1.114463933932624,1.7529777047349535,1.6870290606772913,1.3954698114099742,1.3405143704847113,-0.0939471122837039,9.0625,2.555427408189747,-1.3688677613792162,0.27026375209204456,0.19546138408402025
84,1.4866915929982494,1.551093699734636,0.851263442342656,1.282506869252377,1.3589238220262794,8.4375,6.161448561709778,-1.5945755907661274,2.002441646200468,2.119292518141149,1.0299383492162781,1.412421168836523,1.6248023070796371,9.6875,12.09860107011351,-1.6260455101901585,0.5157500532022186,0.5681988184065128
85,1.2069157148170657,1.3680637710070156,0.5609620677735386,1.1307363035535811,0.19140826512476652,11.875,10.328847083994061,-1.4496913566274374,2.281604363849232,1.9285800102280404,0.8135774524455421,1.2254595744720551,0.27493885802071794,10.9375,11.793629456731153,-1.281870908051835,1.074688649032166,0.5605162392210248
86,1.4806413263723484,1.3045913496480204,0.797317344693423,1.5088537479934432,-0.02356038093962964,8.125,1.9478847196779145,-1.882677415403244,1.838986439093525,1.5047412059116951,0.7849103754036624,1.36532439515789,-0.038580385289422085,10.9375,4.415318125013738,-1.6236974018435653,0.35834511272117675,0.20014985626367476
87,1.6666698230461976,1.4931235200000772,1.1026519301681734,1.4254491512624063,0.15872531660068673,7.8125,2.186155509164761,-1.5421957928559282,2.7762051820786136,2.147264645209834,1.3527902063506139,1.719469600888594,0.16476846905815784,9.6875,8.6557390210178,-1.5093492832327176,1.109535359032416,0.6541411252097566
90,1.4919056416462333,1.5846312496640396,1.051794686441064,1.8750606787692643,0.06260060797594094,11.5625,1.8308464429243954,-1.5671481866968249,2.1738875816120276,1.8928653769193777,1.1387571723219339,1.4212133207739206,0.05837400883264017,10.3125,8.986996496907453,-1.082632472900847,0.6819819399657943,0.30823412725533816
91,1.537040171958024,1.5520676778974305,1.4243345000944418,1.946707133155039,-0.01659128022904556,6.875,-1.6043516530480397,-1.2167235828744936,2.6480757058213147,2.0325841868591525,1.4145419813251816,1.603923030691269,0.07476821073801881,10.3125,10.502402781259171,-0.7713400141269037,1.1110355338632907,0.48051650896172204
93,0.942430639195439,0.9745960012209774,0.20007975737321324,0.780338328852436,0.5865438527705579,10.625,6.290402593785309,-1.8642099577973512,1.4411644210786527,1.3342962745757507,0.2771225312159609,0.7623480896267374,0.5232083774564944,10.3125,11.05239874070324,-1.758386431101735,0.4987337818832137,0.3597002733547733
94,1.626684999613858,1.5838948218688693,0.9646440920451446,1.5855249367146134,1.0574575498192382,7.1875,4.03734718514803,-1.746081225746793,1.9159954781587882,1.7013620405922218,0.9539397062973413,1.296175530293726,1.0632220896615732,10.625,5.33788855354942,-1.4017048889122201,0.2893104785449303,0.11746721872335253
95,1.7741997692451041,1.9457572644145633,1.5254447644365863,1.7001906321590823,-0.12292872190784539,13.125,2.756008529103013,-1.6238269988325622,2.3455612976012574,2.1965481949304677,1.5141030772329593,1.7287015860840493,-0.12466926889932724,11.875,7.408660138559434,-1.5751567473834562,0.5713615283561533,0.2507909305159044
96,1.7785367786665227,1.8181561051371933,1.1583986900862944,1.965205620658708,-0.21744303428696443,11.5625,2.5045383663811007,-1.8617808229935942,1.846196606785106,1.8077784393813559,1.1979664928709821,1.4607936978096094,-0.2050305880516403,11.25,4.606828360593985,-1.5151079481289011,0.0676598281185834,-0.010377665755837429
97,1.2523003661830023,1.3460449617076344,0.8425336996731078,1.5976480602844438,0.8763891421925349,6.875,1.410050530253788,-1.804722786813846,1.7012965996651184,1.6184148952096022,0.977045380234805,1.2016160395932554,0.6401920507770638,10.9375,5.992824116895394,-1.3539103743771008,0.44899623348211604,0.2723699335019678
98,1.5595196191603253,1.4286149143963875,0.6425364339789229,0.9413933432282483,0.5351802201055323,10.3125,10.950296046902304,-1.2306143476060343,1.9398037119348646,1.6085926075286199,0.6542065838872122,0.9922507439029764,0.8994211886685246,10.0,11.129533072321916,-1.335972710172484,0.38028409277453923,0.17997769313223233
99,1.9787300474174656,1.8844094857000389,1.3586180259742193,1.5164709069045725,-0.21476510997516485,8.4375,7.863941177039546,-0.77502784812887,2.205892754538459,1.9870589684386755,1.3498038156897219,1.4903944634708581,-0.2301227634260166,9.6875,8.362069666440192,-1.1406043641353831,0.22716270712099318,0.10264948273863661
102,0.9585787186004742,0.9628128611583304,0.4813139923022912,0.7164692236292345,-0.23803251876293136,7.5,4.162968721470995,-1.4321707877745942,1.4100721281783888,1.368854805156957,0.587369217482765,0.8415635115209834,-0.25285922991403015,8.75,10.680432816055315,-1.3960609781647175,0.4514934095779146,0.4060419439986265
103,2.0387611903676177,1.810509216294675,1.2543810055004427,1.5753187542117626,0.01286872893032261,9.6875,4.596057526919638,-1.353070828345794,2.3543001351014663,2.1328530292687335,1.6434504434802863,2.0751738792695735,-0.34542037980907114,7.8125,2.507864879531253,-1.1035683027692937,0.3155389447338486,0.32234381297405856
104,1.6542050555289887,1.5892372259478522,0.7782571470337564,1.4936971597451907,1.3706178259957302,8.4375,5.748967899545723,-2.003354028085202,2.1025123598144595,1.8696018293540149,0.7856929838745228,1.2249088118924167,1.8548359558529173,8.75,11.721185854246725,-1.7769166310427003,0.44830730428547083,0.28036460340616265
