paradigm,band,subject,li_T1,li_T2,d
executed,mu (8-13 Hz),74,0.151813443704792,0.167692081682856,-0.015878637978063992
executed,mu (8-13 Hz),75,0.10693205093333125,0.06602256956924425,0.040909481364086994
executed,mu (8-13 Hz),76,0.11481688804182678,0.10591124112802716,0.008905646913799622
executed,mu (8-13 Hz),77,0.07752295618605123,0.0642282764665253,0.013294679719525929
executed,mu (8-13 Hz),78,-0.04204929932110803,-0.10220563938242881,0.060156340061320784
executed,mu (8-13 Hz),79,0.14106358423008472,0.06694450809960265,0.07411907613048208
executed,mu (8-13 Hz),80,0.18731142307334256,0.13268479169735845,0.054626631375984114
executed,mu (8-13 Hz),81,0.19071066310231655,0.18548997086058097,0.005220692241735575
executed,mu (8-13 Hz),82,0.08485181813043327,0.03624743400907704,0.04860438412135623
executed,mu (8-13 Hz),83,0.11000562822795601,0.07605929921809068,0.03394632900986533
executed,mu (8-13 Hz),84,0.14686705801952177,0.14117576387983827,0.0056912941396835
executed,mu (8-13 Hz),85,0.07548955991293321,0.017245789021325904,0.05824377089160731
executed,mu (8-13 Hz),86,0.22309886807393797,0.24285962600465022,-0.019760757930712247
executed,mu (8-13 Hz),87,0.13721598525576956,0.07292147015088082,0.06429451510488873
executed,mu (8-13 Hz),90,0.1097646671709097,0.050184527934491165,0.059580139236418535
executed,mu (8-13 Hz),91,0.1940215496092499,0.18150268894024096,0.012518860669008924
executed,mu (8-13 Hz),93,0.21377189480398878,0.10904317739992277,0.10472871740406602
executed,mu (8-13 Hz),94,0.07486183787825917,-0.09499786425614307,0.16985970213440224
executed,mu (8-13 Hz),95,0.023667860985180346,0.0389262578491197,-0.015258396863939351
executed,mu (8-13 Hz),96,0.027421229930101744,0.03940187296298479,-0.011980643032883043
executed,mu (8-13 Hz),97,0.19798116906229643,0.11535968471598534,0.08262148434631109
executed,mu (8-13 Hz),98,0.07816983884677792,0.0484216864062335,0.02974815244054442
executed,mu (8-13 Hz),99,0.31142994373748245,0.2973188201965173,0.014111123540965165
executed,mu (8-13 Hz),101,0.25276835731030006,0.20279617648021642,0.049972180830083646
executed,mu (8-13 Hz),102,0.2440130658174602,0.21015555656506085,0.03385750925239936
executed,mu (8-13 Hz),103,0.1846657019848516,0.15805331187376587,0.026612390111085737
executed,mu (8-13 Hz),104,0.022225571762392957,-0.05608371181051248,0.07830928357290544
executed,mu (8-13 Hz),105,-0.30344934588114353,-0.42909070378776043,0.1256413579066169
executed,mu (8-13 Hz),106,0.05438981437929433,-0.02986579551563388,0.08425560989492821
executed,mu (8-13 Hz),107,0.2780072775181165,0.305162459092799,-0.027155181574682496
executed,mu (8-13 Hz),108,0.15519260684651418,0.12102337483258527,0.03416923201392891
executed,mu (8-13 Hz),109,-0.37380631984134377,-0.35826757783509017,-0.015538742006253603
executed,beta (13-30 Hz),1,0.11867392414507202,0.1373689151509944,-0.018694991005922368
executed,beta (13-30 Hz),2,0.17449113911194886,0.11640163917517544,0.05808949993677341
executed,beta (13-30 Hz),3,0.06811996368178329,0.05409002855458968,0.01402993512719361
executed,beta (13-30 Hz),4,0.16353814577445638,0.11068422502560361,0.05285392074885277
executed,beta (13-30 Hz),5,0.10414861753528887,0.04826459714795519,0.05588402038733368
executed,beta (13-30 Hz),6,0.1851138802437905,0.18697263829282063,-0.0018587580490301292
executed,beta (13-30 Hz),7,0.21572751841761698,0.09420230905070136,0.12152520936691562
executed,beta (13-30 Hz),8,0.21450194698724953,0.19559168275323702,0.018910264234012514
executed,beta (13-30 Hz),9,-0.0819459699549071,-0.09602402216627023,0.014078052211363129
executed,beta (13-30 Hz),10,0.15844423572894312,0.18506547779238783,-0.02662124206344471
executed,beta (13-30 Hz),11,0.1456403459844172,0.12735882435148074,0.01828152163293645
executed,beta (13-30 Hz),12,0.2150394220811394,0.18605305607161166,0.028986366009527753
executed,beta (13-30 Hz),13,0.23380738488708688,0.1472641851028118,0.08654319978427508
executed,beta (13-30 Hz),14,0.15923802047365404,0.14099203731606735,0.018245983157586687
executed,beta (13-30 Hz),15,0.0833633623066439,0.0996683085209682,-0.016304946214324295
executed,beta (13-30 Hz),16,0.12716745072427055,0.10146867383980754,0.02569877688446301
executed,beta (13-30 Hz),17,-0.01312911614150289,-0.0005563497260936518,-0.012572766415409239
executed,beta (13-30 Hz),18,0.03563517719062048,0.051984753067706044,-0.016349575877085562
executed,beta (13-30 Hz),19,0.07192358726558783,-0.033282667238815546,0.10520625450440338
executed,beta (13-30 Hz),20,0.22679195432028204,0.20745285929203305,0.019339095028248987
executed,beta (13-30 Hz),21,0.14519577379040682,0.04976176091771969,0.09543401287268713
executed,beta (13-30 Hz),22,0.10634802900192543,0.07259810182457875,0.03374992717734668
executed,beta (13-30 Hz),23,0.0517074628716619,0.07380747367628471,-0.02210001080462281
executed,beta (13-30 Hz),24,0.014043694107124102,0.03266649159911078,-0.018622797491986677
executed,beta (13-30 Hz),25,0.03832568575296388,0.044906328647552333,-0.0065806428945884565
executed,beta (13-30 Hz),26,0.09874059375973038,0.06176431910426892,0.03697627465546146
executed,beta (13-30 Hz),27,0.05206695334725835,0.04394058279733256,0.008126370549925793
executed,beta (13-30 Hz),28,0.24797280156252985,0.17922083651266676,0.06875196504986308
executed,beta (13-30 Hz),29,0.08301317258159675,0.04226394451205034,0.040749228069546416
executed,beta (13-30 Hz),30,0.16972680604283827,0.17529894543097405,-0.005572139388135777
executed,beta (13-30 Hz),31,0.20150091973206974,0.19557527760821578,0.005925642123853964
executed,beta (13-30 Hz),32,-0.026383130381141793,-0.11202676824795278,0.08564363786681099
executed,beta (13-30 Hz),33,0.16470415598070212,0.13914240133110387,0.025561754649598256
executed,beta (13-30 Hz),34,0.23412690803845662,0.21032500517863184,0.02380190285982478
executed,beta (13-30 Hz),35,0.08514163932611642,0.02040308643949033,0.06473855288662608
executed,beta (13-30 Hz),36,0.03924473246431791,0.045892977108088165,-0.006648244643770257
executed,beta (13-30 Hz),37,0.0666634880183946,0.06517905488893805,0.00148443312945655
executed,beta (13-30 Hz),38,0.228032885481797,0.2197470848570196,0.008285800624777406
executed,beta (13-30 Hz),39,0.10972001987940662,0.04423279482855718,0.06548722505084945
executed,beta (13-30 Hz),40,0.09942467428193619,0.05596135019106524,0.04346332409087095
executed,beta (13-30 Hz),41,0.13006612466493364,0.08315544469319315,0.04691067997174049
executed,beta (13-30 Hz),42,0.1374866666559924,0.014080309364536484,0.12340635729145592
executed,beta (13-30 Hz),43,0.09034174427075731,0.06557734951587352,0.02476439475488379
executed,beta (13-30 Hz),44,0.10418473225803696,0.05240002295617861,0.05178470930185834
executed,beta (13-30 Hz),45,0.09892832193835055,0.0745142546524617,0.024414067285888852
executed,beta (13-30 Hz),46,0.09475726770414768,0.04322862639075716,0.051528641313390515
executed,beta (13-30 Hz),47,0.24161271059734565,0.22715596045611264,0.014456750141233016
executed,beta (13-30 Hz),48,0.12109993617718337,0.0903340773697,0.030765858807483365
executed,beta (13-30 Hz),49,0.2269982599302427,0.09436911493314823,0.13262914499709447
executed,beta (13-30 Hz),50,0.07166205161094863,0.04709766288015744,0.02456438873079119
executed,beta (13-30 Hz),51,0.1647647737357419,0.1444781857690157,0.020286587966726194
executed,beta (13-30 Hz),52,0.2186149876379804,0.211297057531249,0.007317930106731402
executed,beta (13-30 Hz),53,0.13133583814117397,0.12587980922146283,0.005456028919711142
executed,beta (13-30 Hz),54,0.11796588530084381,0.11893385276393464,-0.0009679674630908297
executed,beta (13-30 Hz),55,0.09380874631206762,0.06722463313395603,0.026584113178111587
executed,beta (13-30 Hz),56,0.003745282251159327,-0.11638641889972666,0.12013170115088599
executed,beta (13-30 Hz),57,0.21293705703989296,0.17878859624737797,0.03414846079251499
executed,beta (13-30 Hz),58,0.13958743496868217,0.09992987670797242,0.039657558260709755
executed,beta (13-30 Hz),59,0.17299688385382306,0.20844151267490016,-0.0354446288210771
executed,beta (13-30 Hz),60,0.1099622510123955,0.09764955180459342,0.012312699207802077
executed,beta (13-30 Hz),61,0.022156625347113268,-0.008234920041986322,0.030391545389099592
executed,beta (13-30 Hz),62,0.1048325477593651,0.07609199045124762,0.028740557308117476
executed,beta (13-30 Hz),63,0.2166420676334518,0.2135132723428305,0.0031287952906213223
executed,beta (13-30 Hz),64,0.07841589973191312,0.04870833583433646,0.029707563897576665
executed,beta (13-30 Hz),65,0.17198464421125814,0.13688517249244453,0.03509947171881361
executed,beta (13-30 Hz),66,0.2656896415686419,0.2120015640257448,0.05368807754289709
executed,beta (13-30 Hz),67,0.08185787576364302,-0.02456063931777951,0.10641851508142253
executed,beta (13-30 Hz),68,0.22431934209156726,0.19485582107916286,0.029463521012404403
executed,beta (13-30 Hz),69,-0.005703882400103243,-0.02434781795940473,0.018643935559301487
executed,beta (13-30 Hz),70,0.2468568133703303,0.2561022293337821,-0.009245415963451825
executed,beta (13-30 Hz),71,0.17623866257363244,0.1641220113039801,0.012116651269652334
executed,beta (13-30 Hz),72,0.1928388755149885,0.15921562977050038,0.033623245744488106
executed,beta (13-30 Hz),73,0.10032794483122834,0.07235406893396187,0.027973875897266465
executed,beta (13-30 Hz),74,0.2161784413890451,0.15019096206837426,0.06598747932067084
executed,beta (13-30 Hz),75,0.15213380495702797,0.0937259900089418,0.05840781494808617
executed,beta (13-30 Hz),76,0.1000589309390023,0.04481865940431929,0.05524027153468301
executed,beta (13-30 Hz),77,0.10102405205631472,0.03188912771286948,0.06913492434344523
executed,beta (13-30 Hz),78,0.2293181421162711,0.13164580880680193,0.09767233330946917
executed,beta (13-30 Hz),79,0.11135882876517679,0.03639272507593307,0.07496610368924372
executed,beta (13-30 Hz),80,0.19134910468306085,0.14311153176229244,0.04823757292076841
executed,beta (13-30 Hz),81,0.09796720517786994,0.08102949235829168,0.01693771281957826
executed,beta (13-30 Hz),82,0.15780313724209533,0.0722281069891971,0.08557503025289823
executed,beta (13-30 Hz),83,0.11595936934056127,0.09266531609804612,0.023294053242515142
executed,beta (13-30 Hz),84,0.17359240370324217,0.1962311845262727,-0.02263878082303053
executed,beta (13-30 Hz),85,0.14134751196576487,0.07871099686053429,0.06263651510523058
executed,beta (13-30 Hz),86,0.24832125700535876,0.20868116561417177,0.03964009139118699
executed,beta (13-30 Hz),87,0.017754753280209895,0.053950982180773585,-0.03619622890056369
executed,beta (13-30 Hz),90,0.15299009013509812,0.10710778671161905,0.04588230342347907
executed,beta (13-30 Hz),91,0.2726402115636958,0.2345770876391217,0.03806312392457409
executed,beta (13-30 Hz),93,0.2016905091753476,0.17255810104033817,0.02913240813500942
executed,beta (13-30 Hz),94,0.15084605044734933,0.0884500964726718,0.06239595397467754
executed,beta (13-30 Hz),95,0.0699337678352918,0.10666364224484241,-0.03672987440955061
executed,beta (13-30 Hz),96,0.0781393396796123,0.07469031042644372,0.0034490292531685757
executed,beta (13-30 Hz),97,0.13000527511757934,0.1019566382619997,0.028048636855579637
executed,beta (13-30 Hz),98,0.14290448053208832,0.12401450087723832,0.018889979654849995
executed,beta (13-30 Hz),99,0.320832120903384,0.3187741571561916,0.0020579637471923595
executed,beta (13-30 Hz),101,0.19797153378458085,0.20815758195373305,-0.010186048169152195
executed,beta (13-30 Hz),102,0.17495561149851688,0.159382586360561,0.015573025137955887
executed,beta (13-30 Hz),103,0.2232005144962681,0.20645684674078346,0.016743667755484637
executed,beta (13-30 Hz),104,0.06551896280590595,0.01907952142978363,0.046439441376122326
executed,beta (13-30 Hz),105,-0.3066161369965689,-0.34071239880706744,0.03409626181049852
executed,beta (13-30 Hz),106,0.08202415446279598,0.07955761772699742,0.0024665367357985662
executed,beta (13-30 Hz),107,0.24324119530349156,0.19667633340635812,0.046564861897133436
executed,beta (13-30 Hz),108,0.2214580360250924,0.15784745663328936,0.06361057939180303
executed,beta (13-30 Hz),109,-0.4058790663173872,-0.38197267973870297,-0.023906386578684213
executed,mu+beta (8-30 Hz),1,0.16673371615970312,0.15693650868637257,0.009797207473330544
executed,mu+beta (8-30 Hz),2,0.17031223918459626,0.09871046113117583,0.07160177805342043
executed,mu+beta (8-30 Hz),3,0.09201977108930516,0.10325221241330448,-0.011232441323999323
executed,mu+beta (8-30 Hz),4,0.16188975335711323,0.11373567220703558,0.048154081150077646
executed,mu+beta (8-30 Hz),5,0.12475379685129888,0.08308494608860707,0.041668850762691806
executed,mu+beta (8-30 Hz),6,0.19548009558041846,0.1947840435211872,0.0006960520592312613
executed,mu+beta (8-30 Hz),7,0.22978124529434674,0.12820363583655456,0.10157760945779218
executed,mu+beta (8-30 Hz),8,0.11991953555713383,0.13291615404365298,-0.012996618486519146
executed,mu+beta (8-30 Hz),9,-0.05216962763498577,-0.06526970309591792,0.013100075460932156
executed,mu+beta (8-30 Hz),10,0.14215122203475025,0.07946586073711724,0.06268536129763301
executed,mu+beta (8-30 Hz),11,0.15044400852761347,0.1294045354464728,0.02103947308114068
executed,mu+beta (8-30 Hz),12,0.17552663029415563,0.14244653547406624,0.03308009482008939
executed,mu+beta (8-30 Hz),13,0.22266408553844266,0.14295691729592028,0.07970716824252239
executed,mu+beta (8-30 Hz),14,0.17462603742224658,0.19745462267524178,-0.022828585252995193
executed,mu+beta (8-30 Hz),15,0.08710756991794685,0.07967866911631678,0.00742890080163007
executed,mu+beta (8-30 Hz),16,0.14358931200328331,0.1454407222935715,-0.0018514102902881802
executed,mu+beta (8-30 Hz),17,0.03285867819233126,0.014637666291182513,0.018221011901148745
executed,mu+beta (8-30 Hz),18,0.058227476718332415,0.06999373095798411,-0.011766254239651698
executed,mu+beta (8-30 Hz),19,0.14065211799975388,0.08040262739130007,0.06024949060845382
executed,mu+beta (8-30 Hz),20,0.21865614903602726,0.19532656579965155,0.02332958323637571
executed,mu+beta (8-30 Hz),21,0.16882989783217237,0.07082724541671201,0.09800265241546036
executed,mu+beta (8-30 Hz),22,0.06570291655384214,0.040374543854754114,0.025328372699088025
executed,mu+beta (8-30 Hz),23,0.08180731229968023,0.08641657978004906,-0.004609267480368828
executed,mu+beta (8-30 Hz),24,0.050546301830600354,0.06413775538031022,-0.013591453549709864
executed,mu+beta (8-30 Hz),25,0.006830747883454994,-0.002793428899114217,0.00962417678256921
executed,mu+beta (8-30 Hz),26,0.13044673990850664,0.10558667921167597,0.024860060696830666
executed,mu+beta (8-30 Hz),27,0.1263765126254487,0.1115817838065984,0.014794728818850286
executed,mu+beta (8-30 Hz),28,0.21426203762539078,0.13457909746748528,0.0796829401579055
executed,mu+beta (8-30 Hz),29,0.1276003720007979,0.046482622176016154,0.08111774982478176
executed,mu+beta (8-30 Hz),30,0.17337080749183348,0.17725066264441705,-0.0038798551525835723
executed,mu+beta (8-30 Hz),31,0.17453576923369596,0.1300728137129275,0.044462955520768455
executed,mu+beta (8-30 Hz),32,-0.006187386644537749,-0.056258342918568065,0.05007095627403031
executed,mu+beta (8-30 Hz),33,0.16945724063204715,0.15401174459317954,0.015445496038867607
executed,mu+beta (8-30 Hz),34,0.15738928020188064,0.09061818671981611,0.06677109348206453
executed,mu+beta (8-30 Hz),35,0.1143275967096845,-0.0012640724078223364,0.11559166911750683
executed,mu+beta (8-30 Hz),36,0.09305998882750417,0.07136018205322182,0.02169980677428235
executed,mu+beta (8-30 Hz),37,0.06845108514926146,0.06152149848084143,0.006929586668420029
executed,mu+beta (8-30 Hz),38,0.22411365110454354,0.2026841611420414,0.02142948996250213
executed,mu+beta (8-30 Hz),39,0.08402741088260013,0.03906270578769842,0.04496470509490171
executed,mu+beta (8-30 Hz),40,0.09305621685299965,0.05446440630623496,0.03859181054676469
executed,mu+beta (8-30 Hz),41,0.18917320646181018,0.16938240468012983,0.019790801781680356
executed,mu+beta (8-30 Hz),42,0.17147403006646758,0.025681644510904163,0.14579238555556343
executed,mu+beta (8-30 Hz),43,0.12992821288092435,0.0910136724799799,0.03891454040094444
executed,mu+beta (8-30 Hz),44,0.09046831247626172,-0.07124283053279147,0.1617111430090532
executed,mu+beta (8-30 Hz),45,0.15248131742133073,0.13607125540069342,0.0164100620206373
executed,mu+beta (8-30 Hz),46,0.09776948456868388,0.024318749635260248,0.07345073493342363
executed,mu+beta (8-30 Hz),47,0.27465849780709595,0.25748897324223013,0.017169524564865812
executed,mu+beta (8-30 Hz),48,0.1313861644698628,0.04506852927387159,0.0863176351959912
executed,mu+beta (8-30 Hz),49,0.2075253622210027,0.09017904881345187,0.11734631340755083
executed,mu+beta (8-30 Hz),50,0.1206573452980914,0.09058853406583468,0.030068811232256715
executed,mu+beta (8-30 Hz),51,0.13889379339215518,0.12814168120702382,0.010752112185131363
executed,mu+beta (8-30 Hz),52,0.20294077941442512,0.2085207847551524,-0.005580005340727279
executed,mu+beta (8-30 Hz),53,0.15617419171434796,0.15296837937580643,0.0032058123385415305
executed,mu+beta (8-30 Hz),54,0.15452635858899386,0.032160717703130594,0.12236564088586327
executed,mu+beta (8-30 Hz),55,0.04128427643433698,0.08732386500566999,-0.046039588571333015
executed,mu+beta (8-30 Hz),56,0.09052734139297955,0.012364651938153313,0.07816268945482624
executed,mu+beta (8-30 Hz),57,0.20275865990741138,0.15384345693487514,0.04891520297253624
executed,mu+beta (8-30 Hz),58,0.16549945234006982,0.1317552076995878,0.033744244640482035
executed,mu+beta (8-30 Hz),59,0.1637985008518009,0.2128722259284359,-0.049073725076635016
executed,mu+beta (8-30 Hz),60,0.12318059444584277,0.09553778093525157,0.027642813510591197
executed,mu+beta (8-30 Hz),61,0.05705413709416951,0.06256944773230469,-0.005515310638135179
executed,mu+beta (8-30 Hz),62,0.05764408180847049,0.026802162468811477,0.030841919339659015
executed,mu+beta (8-30 Hz),63,0.1816841040994363,0.18147305466421265,0.0002110494352236536
executed,mu+beta (8-30 Hz),64,0.08538762358671066,0.06149158342393563,0.02389604016277503
executed,mu+beta (8-30 Hz),65,0.17637108058246315,0.16741637839523535,0.008954702187227798
executed,mu+beta (8-30 Hz),66,0.3165226974940092,0.22416332410218603,0.09235937339182315
executed,mu+beta (8-30 Hz),67,0.07782032996195012,-0.03740971862259203,0.11523004858454215
executed,mu+beta (8-30 Hz),68,0.2765920744836448,0.2584126582796036,0.018179416204041232
executed,mu+beta (8-30 Hz),69,0.009553549394949627,-0.02438613734205913,0.033939686737008756
executed,mu+beta (8-30 Hz),70,0.2218819822288401,0.26441774301689264,-0.042535760788052546
executed,mu+beta (8-30 Hz),71,0.2072121189770201,0.1649029468329234,0.04230917214409671
executed,mu+beta (8-30 Hz),72,0.2029236778279207,0.1519526586763485,0.050971019151572206
executed,mu+beta (8-30 Hz),73,0.16476190801847662,0.13920298666210856,0.02555892135636806
executed,mu+beta (8-30 Hz),74,0.19889855772516624,0.15800110404120443,0.040897453683961804
executed,mu+beta (8-30 Hz),75,0.13281668703970434,0.08680417199842246,0.046012515041281885
executed,mu+beta (8-30 Hz),76,0.09919492968432013,0.05525679140771893,0.0439381382766012
executed,mu+beta (8-30 Hz),77,0.09189669447857263,0.0505837885964476,0.04131290588212503
executed,mu+beta (8-30 Hz),78,0.08749415565367148,0.021694619800321308,0.06579953585335017
executed,mu+beta (8-30 Hz),79,0.12368394066140646,0.049494541547760645,0.07418939911364582
executed,mu+beta (8-30 Hz),80,0.18832092172500361,0.14198788657713954,0.04633303514786408
executed,mu+beta (8-30 Hz),81,0.149124589034428,0.14973983630725002,-0.0006152472728220282
executed,mu+beta (8-30 Hz),82,0.11281948818022623,0.043753152317967,0.06906633586225923
executed,mu+beta (8-30 Hz),83,0.10415287133046881,0.08334787920503287,0.020804992125435948
executed,mu+beta (8-30 Hz),84,0.15526202112192422,0.16731489791988757,-0.012052876797963352
executed,mu+beta (8-30 Hz),85,0.12157758608758068,0.05502120990698186,0.06655637618059881
executed,mu+beta (8-30 Hz),86,0.23113049052866153,0.22795670879797192,0.0031737817306896066
executed,mu+beta (8-30 Hz),87,0.06723176703905841,0.0619823396110877,0.0052494274279707084
executed,mu+beta (8-30 Hz),90,0.1338443270686382,0.07650376992255185,0.05734055714608634
executed,mu+beta (8-30 Hz),91,0.2432904123773443,0.20747767350606594,0.035812738871278366
executed,mu+beta (8-30 Hz),93,0.20951127308785789,0.14332362339535407,0.06618764969250382
executed,mu+beta (8-30 Hz),94,0.08600576317532486,-0.053138344627797686,0.13914410780312256
executed,mu+beta (8-30 Hz),95,0.04715795240616502,0.0767219579450427,-0.029564005538877683
executed,mu+beta (8-30 Hz),96,0.054039147301069915,0.05878482862984506,-0.004745681328775148
executed,mu+beta (8-30 Hz),97,0.15925836612622465,0.1097965852546704,0.049461780871554256
executed,mu+beta (8-30 Hz),98,0.09839926409555996,0.08445653685516681,0.013942727240393152
executed,mu+beta (8-30 Hz),99,0.3216089704812567,0.31236827630803643,0.009240694173220265
executed,mu+beta (8-30 Hz),101,0.21619680848691541,0.206423566964994,0.00977324152192141
executed,mu+beta (8-30 Hz),102,0.20523670673650582,0.18820031681131763,0.01703638992518819
executed,mu+beta (8-30 Hz),103,0.2111480472095955,0.18246674310789074,0.028681304101704774
executed,mu+beta (8-30 Hz),104,0.04214186146689598,-0.027612831764490715,0.0697546932313867
executed,mu+beta (8-30 Hz),105,-0.3003840436118068,-0.38436605309864824,0.08398200948684142
executed,mu+beta (8-30 Hz),106,0.06651578334146713,0.021505111626894377,0.04501067171457275
executed,mu+beta (8-30 Hz),107,0.26359414614915566,0.25161846551985545,0.011975680629300212
executed,mu+beta (8-30 Hz),108,0.20157303017038475,0.14469816191234916,0.05687486825803559
